go_id	type
http://purl.obolibrary.org/obo/GO_0016310	biological_process
http://purl.obolibrary.org/obo/GO_0034260	biological_process
http://purl.obolibrary.org/obo/GO_1902823	biological_process
http://purl.obolibrary.org/obo/GO_0016242	biological_process
http://purl.obolibrary.org/obo/GO_2000300	biological_process
http://purl.obolibrary.org/obo/GO_0010955	biological_process
http://purl.obolibrary.org/obo/GO_1903215	biological_process
http://purl.obolibrary.org/obo/GO_1903217	biological_process
http://purl.obolibrary.org/obo/GO_0048812	biological_process
http://purl.obolibrary.org/obo/GO_0021772	biological_process
http://purl.obolibrary.org/obo/GO_2000172	biological_process
http://purl.obolibrary.org/obo/GO_0061001	biological_process
http://purl.obolibrary.org/obo/GO_1902692	biological_process
http://purl.obolibrary.org/obo/GO_0014041	biological_process
http://purl.obolibrary.org/obo/GO_0022028	biological_process
http://purl.obolibrary.org/obo/GO_0018105	biological_process
http://purl.obolibrary.org/obo/GO_1902499	biological_process
http://purl.obolibrary.org/obo/GO_0070585	biological_process
http://purl.obolibrary.org/obo/GO_0090140	biological_process
http://purl.obolibrary.org/obo/GO_0035751	biological_process
http://purl.obolibrary.org/obo/GO_0051900	biological_process
http://purl.obolibrary.org/obo/GO_1905279	biological_process
http://purl.obolibrary.org/obo/GO_0007266	biological_process
http://purl.obolibrary.org/obo/GO_1904887	biological_process
http://purl.obolibrary.org/obo/GO_0035556	biological_process
http://purl.obolibrary.org/obo/GO_2000773	biological_process
http://purl.obolibrary.org/obo/GO_0071864	biological_process
http://purl.obolibrary.org/obo/GO_0090050	biological_process
http://purl.obolibrary.org/obo/GO_0008631	biological_process
http://purl.obolibrary.org/obo/GO_1990604	cellular_component
http://purl.obolibrary.org/obo/GO_1902911	cellular_component
http://purl.obolibrary.org/obo/GO_0005524	molecular_function
http://purl.obolibrary.org/obo/GO_0097190	biological_process
http://purl.obolibrary.org/obo/GO_0034198	biological_process
http://purl.obolibrary.org/obo/GO_0051403	biological_process
http://purl.obolibrary.org/obo/GO_0070301	biological_process
http://purl.obolibrary.org/obo/GO_0036480	biological_process
http://purl.obolibrary.org/obo/GO_0043507	biological_process
http://purl.obolibrary.org/obo/GO_0005884	cellular_component
http://purl.obolibrary.org/obo/GO_0016328	cellular_component
http://purl.obolibrary.org/obo/GO_0097427	cellular_component
http://purl.obolibrary.org/obo/GO_0000422	biological_process
http://purl.obolibrary.org/obo/GO_0030295	molecular_function
http://purl.obolibrary.org/obo/GO_0032147	biological_process
http://purl.obolibrary.org/obo/GO_0003723	molecular_function
http://purl.obolibrary.org/obo/GO_0048156	molecular_function
http://purl.obolibrary.org/obo/GO_1904526	biological_process
http://purl.obolibrary.org/obo/GO_0050321	molecular_function
http://purl.obolibrary.org/obo/GO_0061564	biological_process
http://purl.obolibrary.org/obo/GO_0071963	biological_process
http://purl.obolibrary.org/obo/GO_0030010	biological_process
http://purl.obolibrary.org/obo/GO_0010976	biological_process
http://purl.obolibrary.org/obo/GO_0045197	biological_process
http://purl.obolibrary.org/obo/GO_0000226	biological_process
http://purl.obolibrary.org/obo/GO_0070507	biological_process
http://purl.obolibrary.org/obo/GO_0050770	biological_process
http://purl.obolibrary.org/obo/GO_0035331	biological_process
http://purl.obolibrary.org/obo/GO_0036289	biological_process
http://purl.obolibrary.org/obo/GO_0051117	molecular_function
http://purl.obolibrary.org/obo/GO_0001784	molecular_function
http://purl.obolibrary.org/obo/GO_0017080	molecular_function
http://purl.obolibrary.org/obo/GO_0098902	biological_process
http://purl.obolibrary.org/obo/GO_2000649	biological_process
http://purl.obolibrary.org/obo/GO_0051045	biological_process
http://purl.obolibrary.org/obo/GO_0045930	biological_process
http://purl.obolibrary.org/obo/GO_0006470	biological_process
http://purl.obolibrary.org/obo/GO_0031333	biological_process
http://purl.obolibrary.org/obo/GO_0007190	biological_process
